Category,Key,English,Korean,Notes
,ev20f2,Wow! I hope to see you so soon!,와! 나중에 또 봐요!,
,ev20f3,So glad we met!,만나서 반가웠어요!,
,ev20f4,Bi'ya! Bi'ya!,안녕! 안녕!,
,ev21n,Scholar of Magic,마법 학자,
,ev21o1,"A rabbit is here practicing spells on a nearby rock. ""I've learned so much,"" she says. ""Can I interest you in a magic book?""","토끼 한 마리가 근처에 있는 돌에 마법을 연습하고 있습니다. ""저는 많은 걸 배웠어요."" 그는 말합니다. ""마도서를 하나 사지 않으시겠어요?""",
,ev21b1,Buy a book,책을 하나 산다,
,ev21b1o1,"Enjoy your read! she says. ""And let me know if you want to hang out sometime soon. I'm free pretty much any time.""","재미있게 읽으세요! 토끼는 말합니다. ""나중에 같이 시간 보내고 싶거든 알려주세요. 저는 아주 한가하거든요.""",
,ev21b1o1t1,Hope you like it!,마음에 들었으면 좋겠네요!,
,ev21b1o1t2,It's a real page turner!,책이 술술 읽힐 거예요!,
,ev21b1o1t3,Read it too many times already.,저는 너무 많이 읽은 책이죠.,
,ev21b2,No thanks,됐어요,
,ev21b2o1,"""Rats!"" she says. ","""젠쥐앙!"" 그는 말합니다.",
,ev21b2o1purse,"""Rats!"" she says. ""Oh! I hope I didn't offend you!""","""젠쥐앙!"" 그는 말합니다. ""아, 당신을 욕할 생각은 아니었어요!""",
,ev21b2o1t1,Book still available!,아직 책 팔아요!,
,ev21b2o1t2,I guess I can read it again.,그럼 내가 다시 읽어야겠다.,
,ev21b2o1t3,I'll read it a few more times.,"다시 몇 번 읽죠, 뭐.",
,ev21b2o1t4,I can probably learn a lot from this.,이 책으로 내가 배울 게 아직 남아있을 거예요.,
,ev22n,Matthew's Blessing,매튜의 축복,
,ev22o1,"A wise rabbit sits there, meditating in the midst of this dangerous place. ""Fear not"", he says. """"My name is matthew, and I have lived here for many years. With proper organization, any challenge may be overcome. Now let me assist you...""","위험한 칸 한가운데에서 현명한 토끼 한 마리가 앉아 명상을 하고 있습니다. ""두려워 마시오."" 그가 말합니다. ""내 이름은 매튜. 여기에서 몇 년동안 지내왔지. 제대로 준비만 한다면, 어떤 역경도 이겨낼 수 있소. 내가 당신을 좀 도와주고 싶은데...""",
,ev22b1,start with 2 uncommon items,드문 아이템 두 개를 가지고 시작하기,
,ev22b1o1,"Indeed, says Matthew. ""But remember, rare items are a crutch. Good organization requires skill - not rarity.""","알겠소. 매튜가 말합니다. ""하지만 기억하게. 희귀한 물건들은 목발일 뿐, 잘 준비함은 기술에 의존되지, 한낱 희귀도와는 상관이 없다는 것을.""",
,ev22bRandom,Get an item set,흔한 아이템 세트 받기,
,ev22bRandomos,"""This set served me well"" he says. ""I hope it works for you too""","그는 ""지금까지 잘 쓰던 세트예요.""라며 ""당신도 잘 쓰셨으면 좋겠네요.""라고 말합니다.",
,ev22bRel,Get a relic,유물 하나 받기,
,ev22bRelos,"""I hope this makes you think differently"" he says","""이걸로 다르게 생각할 수 있으셨으면 좋겠어요""",
,ev22b2,gain 10 max hp,최대 체력을 10 늘린다,
,ev22b2o1,"True strength comes from your backpack, he says. ""Don't forget it""","진정한 힘이 자네 가방에서 날 것일세. 그가 말합니다. ""잊지 말도록.""",
,ev22b3,Become an archer,궁수가 되기,
,ev22b3o1,"""Archery is a true art form. So many pieces must be carefully placed."" He produces a bow and arrows. ""Perhaps I can help you begin""","""궁술은 진정한 기술의 집합체지. 여러 가지 조각들이 조심스레 결합되어야 해."" 그는 활과 화살들을 만들어냅니다. ""자네의 첫 발자국을 내가 도울 수 있을지도 모르겠군.""",
,ev22b4,Get a rare item,희귀한 아이템을 하나 받기,
,ev22b4o1,"True strength comes from your backpack, he says. ""Don't forget it""","진정한 힘이 자네 가방에서 날 것일세. 그가 말합니다. ""잊지 말도록.""",
,ev22i1,Allow me to help you...,내가 도움을 줌세...,
,ev22i2,"With care, even you can survive...","조심만 한다면, 자네도 살아나갈 수 있을 걸세...",
,ev22i3,Take time to organize...,시간을 들여 정리하게...,
,ev22i4,You will make it! Just organize...,할 수 있을 걸세! 정리만 잘하도록...,
,ev22i5,It's all about arrangement...,정렬하는 법이 중요하지...,
,ev22i6,What you carry says a lot about you...,자네가 지닌 물건으로 많은 걸 알 수 있지...,
,ev22i7,A beautiful backpack  is its own reward...,아름다운 가방은 그것만으로도 충분한 보상이지...,
,ev22i8,Everything in its place...,모든 것이 정렬됐군...,
,ev22i9,A perfect backpack... a fantasy...,완벽한 가방은... 환상적이지...,
,ev22i10,"Accept what you get, organize...","받는 것을 받아들이고, 정리하게...",
,ev22i11,When your backpack is full of lemons...,가방에 누가 레몬을 넣거든...,
,ev22f1,I have faith...,나는 희망을 믿네...,
,ev22f2,I know you will make it...,할 수 있을 걸세...,
,ev22f3,I believe in you...,나는 자네를 믿네...,
,ev22f4,My blessings guide you...,내 가호가 함께하기를...,
,ev22f5,Let your backpack show you the way..,가방이 길을 알려줄 걸세...,
,,,,
,ev23n,Carpenter of Carvings,인각을 새기는 목수,
,ev23o1,"In the distance you hear the gentle sound of a chisel. Wait, no! It's the sound of a beaver's teeth! As a frog, the whole ""teeth"" thing still freaks you out. ""Hyuk!"" he says! ""Got any carvings I can gnaw on""?","끌로 나무를 파는 소리가 멀리서부터 들려옵니다. 잠깐, 아니! 이건 비버의 이빨 소리군요! 개구리인 당신에게 이빨이라는 개념은 아직 좀 생소합니다. 비버는 말합니다. ""혁! 내가 씹어도 되는 인각 좀 없어?""",
,ev23bsos,"At lightning speed his massive overbite starts to chip away at the carving. For a moment you worry, as your carving disappears into a mist of sawdust! But then he finishes and gives your carving back. Each edge is smoother and shinier than ever before!","빛보다 빠른 속도로 비버는 인각을 갉아내기 시작합니다. 인각이 한 줌의 톱밥으로 바뀌는 걸 보고 당신은 잠시동안 걱정하지만, 비버는 일을 마치고 당신에게 인각을 돌려줍니다. 당신의 빛나는 인각의 모서리는 부드럽기 짝이 없습니다!",
,ev23bNoThanks,No Thanks!,됐어요!,
,ev23bNoThankso1,"""Aw shuckers!"" he says. ""Whelp, if you change your mind let me know. I do enjoy a bit of gnoshing!""","""이런, 아쉬워라!"" 그는 말합니다. ""뭐, 생각이 바뀌거들랑 나한테 말만 해. 난 씹는 게 좋거든!""",
,,,,
,ev24n,Chester Rattums,음침한 보부상,
,ev24o1,"A hunched, barrel-shaped rat approaches you. He is the single largest rat you have ever seen. ""Who cares about value?"" he says. ""We're talking about SIZE here! Let's trade?!""","구부정하고 마치 통과 같은 모양의 생쥐가 당신에게 접근해옵니다. 당신이 여태껏 봤던 쥐 중에 제일 큰 것 같습니다. ""물건에 값어치가 뭐가 중요해?"" 그는 말합니다. ""뭐든 큰 게 제일이지! 나랑 거래하자고!""",
,ev24b1,Trade for an item of the same size,같은 크기의 아이템과 거래한다,
,ev24b1o1,"He takes your offer and slips it beneath his cloak. A loud, crackling noise is heard. Is there machinery under there? He sticks his tongue out. A moment later he unveils a replacement. ","쥐는 당신의 물건을 받고 망토 안으로 집어넣습니다. 그러자 안에서 끼긱거리는 굉음이 들립니다. 안에 기계라도 있는 걸까요? 쥐는 당신에게 혀를 내밀더니, 새로운 물건을 꺼냅니다.",
,ev24bsos,"""Items have a magnetic quality."" he says. ""You get so accustomed to their buzzing. Sometimes it's hard to let them go""","""모든 물건에는 자성이 있어."" 그는 말합니다. ""계속 가지고 있다보면 소음 하나하나에도 정이 들게 돼서, 떼어내기가 어렵더군.""",
,,,,
,ev25n,Vision Mage,계시의 마법사,
,ev25o1,"Huge white saucers stare at you! Unblinking, they absorb everything that is going on around them! The frog apprentice turns his eyes to you. ""I have a vision!"" he says. ""It's my first one! How should we use it?""","커다랗고 하얀 비행접시들이 당신을 내려다봅니다! 눈도 깜빡이지 않고 주변에 있는 모든 것을 흡수하기 시작합니다! 한 개구리 마법사가 당신과 눈을 마주칩니다. ""저한테 계시가 하나 내려왔어요!"" 그는 말합니다. ""근데 어떻게 써야 할지를 모르겠어요!""",
,ev25b1,Get a manastone!,마나스톤을 얻자!,
,ev25b1o1,"""I feel it!"" he says. ""There's a manastone right here!"" He stares at his open hand. The hand closes and then reopens. A manastone glows between his webbed fingers.","""느껴져요!"" 그는 말합니다. ""여기에 마나스톤이에요!"" 개구리는 빈손을 바라봅니다. 개구리가 찐득한 손을 주먹 쥐고 다시 폈을 때는, 거기에 마나스톤이 빛나고 있었습니다.",
,ev25b2,Try to upgrade a manastone,마나스톤을 하나 강화한다,
,ev25b2o1,"He stares deeply into the manastone. ""I can do it!"" he yells! ""I can find a way!"" The manastone shrinks for a moment and then expands beneath his gaze.","개구리는 마나스톤을 지긋이 바라봅니다. ""할 수 있다!"" 개구리는 소리칩니다! ""길이 있을 거예요!"" 당신의 눈앞에서 마나스톤이 잠깐 쪼그라들더니, 갑자기 커집니다.",
,ev25b2o2,"""I've got it!"" he says and he stares into the swirling magic energy. ""Wait. Oh no, I don't got it!"" he yells. He blinks! Your manastone is gone. You check your backpack. ""Sorry,"" he says. ""In my vision it never existed at all!""","개구리는 ""할 수 있다!""고 말하고 휘몰아치는 마법 에너지를 지켜봅니다. ""잠깐, 안 돼, 할 수 없을 것 같아요!"" 그는 소리칩니다. 개구리가 눈을 질끈 감자 당신의 마나스톤은 사라집니다! 당신은 당신의 가방을 재차 확인합니다. ""미안해요."" 개구리는 말합니다. ""제 계시에 그 마나스톤은 처음부터 없었어요!""",
,ev25sos,"""I still have a lot to learn"" he says. ""I understand!""","""전 아직 배울 게 많아요."" 개구리는 말합니다. ""괜찮을 거예요!""",
,ev25i1,I had a vision that I would meet you!,당신을 만날 거라는 계시를 봤어요!,
,ev25i2,My vision came true!,제 계시가 이뤄졌네요!,
,ev25f1,I'll watch out for you!,당신을 위해 앞을 봐드릴게요!,
,,,,
,ev26n,The Scavenger,쓰레기 도굴꾼,
,ev26o1,"As his eyes turn to you he jumps! ""You snuck up on me!"" he says. ""I'm a scavenger. I find things down here! Invest in my search?""","한 형태가 당신을 보자마자 소스라치게 놀랍니다! ""깜짝이야!"" 그는 말합니다. ""나는 쓰레기 도굴꾼이지. 내 탐색에 투자해볼 생각 없나?",
,ev26b1,Pay for scavenge,도굴에 투자한다,
,ev26b1o1,"""I will look around and see what I can find. I'll be in touch!"" He runs off, his nose sniffing the floor!","""한번 주변을 찾아보지. 나중에 또 보자고!"" 그는 바닥에 코를 대고 킁킁거리며 사라집니다!",
,ev26bsos,"""Drat!"" he says. ""If you decide you can fund my expedition, let me know!""","""젠장!"" 그는 말합니다. ""만약 내 도굴을 원조할 수 있게 된다면, 언제든 알려달라고!""",
,ev26i1,I smell treasure nearby!,근처에서 보물의 향기가 난다!,
,ev26f1,I'll keep searching!,계속 찾아보지!,
,,,,
,ev27i1,I found stuff for you!,네가 좋아할 만한 걸 찾았다!,
,ev27result,Here's what I found!,여기 내가 뭘 찾았나 좀 봐!,
,ev27f1,Thank you for using my service!,나를 고용해준 것에 감사를 표하지!,
,,,,
,ev28n,The Pumpkin King,호박 왕,
,ev28o1,"A cackle! He appears before you. ""I am the mighty Pumpkin King! Trick or treat, my friend?""","호박 왕이 컥컥거리는 웃음소리와 함께 눈앞에 나타납니다! ""나는 무시무시한 호박 왕이다. 내 친구여, 트릭 오어 트리트?""",
,ev28b1,Trick,트릭,
,ev28b1o1,"""In the darkness of the dungeon, I long for one thing. I long FOR CANDY! Find at least 7 scary items and store them in here okay? I'll meet you later!""","""난 던전의 어둠 속을 지새우며 딱 한 가지만을 원하고 있지. 바로 사탕이야! 7개의 무서운 물건을 찾아 이 통에 담도록. 나중에 보지!""",
,ev28b2,Treat,트리트,
,ev28b2o1,"""Not everyone can handle my tricks."" he says. ""Have a treat!"" He reaches inside his head and pulls out a handful of goodies.","""모두가 나의 트릭을 견딜 수 있는 건 아니지."" 호박 왕이 말합니다. ""여기 간식 받아라!"" 그는 머리 속에 손을 넣더니, 뭔가를 한 줌 꺼냅니다.",
,ev28i1,Candy is my currency!,사탕은 나에게 곧 금!,
,ev28i2,"Hark! It is I, the Pumpkin King!",멈춰라! 이 몸은 호박 왕이시다!,
,ev28f1,My brother got baked into a pie,내 형제는 파이가 되어버렸지.,
,,,,
,ev29n,The Trick!,트릭!,
,ev29o1,"""You're still alive?!"" he says. His voice sputtering through the flames of his jack o'lantern head. ""I didn't think you'd make it this far! Do you have my candy?""","""살아 돌아오다니!?"" 놀란 그의 목소리가 불타오르는 호박등 머리에서 뱉어져 나옵니다. ""여기까지 올 줄은 상상도 못했는걸! 내 사탕은 가지고 왔나?""",
,ev29b1,Give him the pail,통을 준다,
,ev29b1o1,"""Are you ready for your trick?"" he asks. His eyes glow red! ""Here it comes!""","""내 트릭을 볼 준비는 됐나?"" 그의 눈이 붉게 빛납니다. ""받아라!""",
,ev29bsos,The flame flickers in his jack o'latern head. He speaks not a word!,호박등 머리 안에서 화염이 고요히 요동칩니다.,
,,,,
,ev30n,Master Smith,대장장이 장인,
,ev30o1,"His moustache twitches slightly as he examines your backpack. ""See any other forges recently?"" he asks. ""They may tell you that your items have a limit, but it wasn't always so. Us old badgers know a different way.""","당신의 가방을 지켜보던 남자의 수염이 움찔거립니다. ""다른 대장간을 본 적이 있나?"" 그는 묻습니다. ""그 녀석들은 물건에 한계가 있다고 하지만, 항상 그래왔던 건 아닐세. 우리같이 늙은 오소리들은 다른 방법을 알고 있지.""",
,ev30b1,Add a forge slot to an item,아이템에 강화 슬롯을 추가한다,
,ev30b1o1,The heat from his hammer creates a glowing red. You cover your eyes from the sparks. When you see it again you are amazed to see that your item looks untarnished and new!,당신은 오소리의 망치가 내는 붉은 열기와 튀어 오르는 불똥을 피하기 위해 눈을 감습니다. 다시 눈을 떴을 때는 당신이 내어준 물건이 흠집 하나 없이 마치 새것인 양 빛나고 있었습니다!,
,ev30bsos,"A grimace and his moustache shakes. ""Young folk"" he says.","얼굴을 찡그린 오소리의 콧수염이 흔들립니다. ""요즘 젊은 녀석들이란.""",
,,,,
,ev31n,Tiny Chuck,꼬마 척,
,ev31o1,"A tiny squeak calls out: ""Please Backpacker! Do you have any Winter Solstice gifts for me?""","작은 친구가 외칩니다. ""모험가님, 부디 저한테 겨울철 선물을 내려주시지 않으시겠어요?""",
,ev31b1,Give a gift,선물을 준다,
,ev31b1o1,"""Oh thank you!"" he cries out! Here! I found this item when I was laying in the gutters! Once you've held it once, you might start seeing this item everywhere!""","""오, 감사합니다! 여기요! 제가 수로에 있었을 때 찾은 물건인데, 한 번 손에 넣었으니까 이제 어디서든 보일 거예요!""",
,ev31b2,Sorry kid,"미안, 꼬마야",
,ev31b2o1,"""I understand,"" he says, wiping the grime from the dirty pads of his paws. ""You have to be good to get gifts and I guess I haven't been good enough.""","""괜찮아요."" 그는 더러운 손으로 얼굴에서 슬픔을 닦아내며 말합니다. ""착하게 지내야 선물을 받잖아요. 저는 덜 착하게 지냈나 봐요.""",
,ev31i1,Anna bless us! Every one!,안나님께서 모두를 축복하시길!,
,ev31f1,Fare thee well!,안녕히 가세요!,
,,,,
,ev32n,Ghost of Dungeon's Future,던전 미래의 유령,
,ev33o1,"From the corner of your eye, you see a shimmer. A glowing shade of burning red in the cold of the dungeon. Gazing deeper you see the burning of Orderia, foes chasing your friends, darkness leaking from the dungeon. It's your future if you do not act! Will you fight this vision?","시야 가장자리에서 희미한 빛이 보입니다. 던전의 차가운 어둠 속에서 불타는 붉은빛이 빛나고 있습니다. 더 깊이 들여다보면 오데리아가 불타는 모습, 적에게 쫓기는 친구들, 던전에서 새어 나오는 어둠이 보입니다. 행동하지 않으면 이게 진짜 미래가 될 것입니다! 이 계시에 맞서 싸우실 건가요?",
,ev33b1,"""I fight for the future""","""나는 미래를 위해 싸우겠어""",
,ev33b1o1,"Shaking off your fears, you make a stand!",당신은 두려움을 떨쳐내고 맞섭니다!,
,ev33b2,Run Away!,도망가자!,
,,,,
,ev34n,Ghost of Dungeon's Present,던전 유령의 선물,
,ev34o1,Between the snowflakes you see a faint figure. A reflection of your items appears. Will you copy one?,흩날리는 눈 사이로 희미한 형상이 보입니다. 당신이 지닌 물건들이 눈앞에 나타납니다. 하나를 복사할까요?,
,ev34b1,Copy something!,뭔가 복사한다!,
,ev34b1o1,The ghostly figure reaches into their backpack. A replica is created. The ghost disappears and the item is left behind.,"유령 같은 형상이 자신의 가방에 손을 넣더니, 복제품을 하나 꺼냅니다. 유령이 사라진 자리에는 그 물건만이 남아있습니다.",
,,,,
,ev35vn,Romemole,로미몰,
,ev35vo1,"""My love goes out to Squirreliette. Would you take this card to her for me?""","""전 스쿼럴리엣을 사랑해요. 이 카드를 전해주실 수 있을까요?""",
,ev35vb1,Sure!,물론이죠!,
,ev35vb1o1,"""Thank you! Oh that I was a letter within that backpack, that might touch her squirrelly cheek!""","""고마워요! 제가 그 가방에 든 편지였다면 그녀의 뺨을 어루만질 수 있었을 텐데!""",
,ev35vi1,"But soft, what romance through yonder dungeon?",하지만 던전에서 어떤 낭만이 펼쳐질 수 있을까요?,
,ev35vf1,With a kiss I die,입맞춤으로 죽음을,
,,,,
,ev35v2n,Squirreliette ,스쿼럴리엣,
,ev35v2o1,"""Wherefore art thou Romemole?""","""로미몰, 당신은 어디에 있나요?""",
,ev35v2b1,Romemole is here! He sends this letter!,로미몰이 여기 있어요! 편지를 보냈다고요!,
,ev35v2b1o1,"""The more love you give, the more I have! Please send this letter back to Romemole!""","""당신이 편지를 전해줄수록 제 사랑도 커져가요! 로미몰에게 이 편지를 전해주세요!""",
,ev35b2i1,"O Romemole, Romemole. . .","오 로미몰, 로미몰. . .",
,,,,
,ev35v3n,Romemole Again,다시 만난 로미몰,
,ev35v3o1,"""She returns my love! Please send her this proposal!""","""답장을 보냈군요! 이 청혼장을 전해주세요!""",
,ev35v3b1,Sure!,물론이죠!,
,ev35v3b1o1,"""Thank you! Oh that I was a letter within that backpack, that might touch her squirrelly cheek!""","""고마워요! 제가 그 가방에 든 편지였다면 그녀의 뺨을 어루만질 수 있었을 텐데!""",
,,,,
,ev35v4n,Romemole and Squirreliette,로미몰과 스쿼럴리엣,
,ev35v4o1,"""Ah,"" says Romemole. ""We already have pronounced our love. The delivery will not be necessary.""","""아"", 로미몰이 말했다. ""이미 우리의 사랑을 선언했어요. 청혼장은 안 전해주셔도 돼요.""",
,ev35v4b1,I brought this proposal so far.,청혼장을 여기까지 가져왔는데요.,
,ev35v4b1o1,"""We do apologize,"" Squirreliette says. ""Maybe this gift will do as thanks?""","""죄송해요."" 스쿼럴리엣이 말했다. ""이 선물이라면 감사의 표시로 충분할까요?""",
,ev35v4i1,For never was a more romantic story!,이런 낭만적인 이야기는 처음이에요!,
,,,,
,ev36n,Looking for work,일 찾기,
,ev36o1,You hear a duck call in the distance. As you approach you recognize her immediatedly. It's Patita! The barmaid that Sam was looking for!,멀리서 오리 울음소리가 들립니다. 가까이 다가가자 누군지 알아볼 수 있었습니다. 파티타입니다! 샘이 찾던 그 바텐더!,
,ev36b1,Give item,아이템 주기,
,ev36b1o1,"""Anyone could have given you that!"" she says, drawing a knife from her boot. ""If you're working for Sam - prove it!""","파티타는 ""누가 시켰을지 모르는 일이잖아요!""라고 말하고는 부츠에서 칼을 꺼냈습니다. ""샘과 함께 일한다면 증명해 봐요!""",
,,,,
,ev37n,Master of Archery,양궁 고수,
,ev37o1,"He kneels on the floor of the dungeon, carefully stringing his bow. ""I've heard rumors of a Rat returning to this Dungeon,"" he says. ""Are you the one from Haversack?""","그는 던전 바닥에 무릎을 꿇고 조심스럽게 활을 조입니다. ""이 던전에 쥐가 돌아왔다는 소문을 들었습니다."" 그가 말했다. ""당신이 헤이버색에서 온 그 쥐인가요?""",
,ev37b1,You should join us!,일행이 됩시다!,
,ev37b1o1,"""Yes,"" he says. ""I have heard good things. I will be sure to stop by"" He quietly returns to work.","그는 ""좋아요.""라고 말했습니다. ""평판이 좋더군요. 들리도록 하겠습니다."" 그리고는 조용히 일을 계속했다.",
,,,,
,ev38n,Satchel,사첼,
,ev38o1,"Your Backpack quitely hums as you get closer to the figure in the distance. He is also wearing a Backpack. ""Oh brother,"" he says. ""I tore my map and I am so lost""","멀리 있는 형체에게 가까이 다가가자 가방에서 윙윙거리는 소리가 들립니다. 그도 가방을 메고 있습니다. ""오, 형제여."" 그가 말합니다. ""지도가 찢어져서 길을 잃었어요.""",
,ev38b1,Give Item,아이템 주기,
,ev38b1o1,"""I recognize that flute! Did you get that from Sam?"" You nod your head. ""Any chance you can help me find my way back to him? I really have no clue how to get out of here.""","""아는 플루트네요! 샘한테서 받았어요?"" 당신은 고개를 끄덕입니다. ""샘한테 돌아가게 도와주실 수 있나요? 여기서 어떻게 나가야 할지 전혀 모르겠어요.""",
,,,,
,ev39n,Capybara,카피바라,
,ev39o1,"You see a wall up ahead and think you need to turn back. Then you realize - it's not a wall - it's a huge rodent. A capybara! ""Hello friend!"" he says, ""I'm looking for items of this type: /x""","당신은 앞에 있는 벽을 보고 뒤로 돌아가야겠다고 생각합니다. 그러다 벽이 아니라 거대한 카피바라라는 것을 깨닫습니다! 그는 ""안녕, 친구!""라며 ""/x 유형의 아이템을 찾고 있어.""라고 말합니다.",
,ev39b1,Give /y,/y 주기,
,ev39b1o1,"He takes your item. ""That's great,"" he says. ""Maybe you want one of these instead?""","그가 당신의 물건을 가져갑니다. ""잘됐네."" 그가 말합니다. ""대신 이거 하나 줄까?""",
,,,,
,ev40n,Playing Possum,주머니쥐 놀이,
,ev40o1,A single flower upon his chest. The possum has been here for several days. Poor fellow.,가슴에는 꽃 한 송이가 올려져 있습니다. 며칠은 된 것 같습니다. 불쌍한 친구.,
,ev40b1,Pray for him,기도하기,
,ev40b1o1,"You kneel to pray for him. He opens a single eye. ""Nobody has ever done anything nice for me before."" he says. ""You aren't here just to loot me?"" He gives you a gift and then lays back down.","당신은 그를 위해 무릎을 꿇고 기도합니다. 그는 한쪽 눈을 뜹니다. ""누가 저에게 좋은 일을 해준 건 처음이에요."" 그가 말합니다. ""제 물건을 훔치러 오신 건 아니죠?"" 그는 당신에게 선물을 주고는 다시 누워버립니다.",
,ev40b1o2,You kneel to pray for him. Your good deed strengthens you,당신은 그를 위해 무릎을 꿇고 기도합니다. 선행으로 힘이 강해졌습니다,
,ev40b2,Steal from the body,사체 약탈하기,
,ev40b2o1,"As you reach down, a his tail flicks. He leaps up. ""Try to steal from me will you?"" He says. ""I'll show you!""","손을 내밀자 꼬리가 흔들립니다. 주머니쥐가 뛰쳐 오릅니다. ""내 물건을 훔치려고? 본때를 보여주지!""",
,ev40b2o2,You pull an uncommon item from beneath the body. It's a little gross honestly.,당신은 사체 밑에서 드문 아이템을 꺼냅니다. 솔직히 좀 징그럽습니다.,
,,,,
,ev41n,Painful Memory,고통스러운 기억,
,ev41o1,There is your mother's Locket! She was wearing it the last time you saw her! Maybe there's a clue to where she's gone!,"당신은 새로운 방으로 들어섭니다. 웃음소리를 듣자 등골까지 오싹해집니다! 당신은 가방끈을 더욱 단단히 잡습니다. 사나워 보이는 토끼가 왕실 근위대의 갑옷을 입고 있습니다! 그의 목에는 친숙한 부적이 매달려 있는데, 바로 당신의 어머니가 가지고 있던 것입니다. 헤이버색 힐이 파괴되고 당신의 어머니가 사라졌을 때 그 장소에 있던 것입니다! 그는 검을 뽑으며 앞으로 나섭니다...",
,,,,
,ev42n,Cursed Forge,저주받은 대장장이,
,ev42i1,I am burdened with a terrible talent,나는 빌어먹을 재능을 지녔어,
,ev42i2,It is my gift and my obligation,그게 내 재능이자 의무야,
,ev42i3,"I can give you what you want, but will the costs be too high?",네가 원하는 것을 줄 수 있지만 비용이 만만치 않을 걸?,
,ev42o1,"His hand glows with a power - incredible and cursed! ""I can take your items to the next level,"" he says. ""But the price is great!""","그의 손에서 끔찍하고 어마무시한 힘이 빛나고 있었다. ""네 아이템을 다음 레벨로 올려줄 수 있지만 대가가 만만치 않을 걸?""",
,ev42b1,Add /x damage and heavy to a weapon. ,무기에 /x의 피해와 무게를 추가합니다,
,ev42b2,"Add /x damage to a weapon. If it is adjacent or diagonal to armor or a shield, it is disabled",무기에 /x의 피해를 추가합니다. 방어구와 인접하거나 대각선 위치에 있을 시 비활성화됩니다.,
,ev42b3,"Add /x poison to a weapon. If it is in the same row or column as a consumable, it is disabled",무기에 /x의 독 을 부여합니다. 소모품과 같은 행 또는 열에 있을 시 비활성화됩니다,
,ev42b4,"Add /x haste to a ring. If there are any items in a diagonal line, it is disabled",반지에 /x의 신속 을 부여합니다. 대각선 위치에 아이템이 있을 시 비활성화됩니다,
,ev42b5,"Add /x mana each turn to a ring. If it is adjacent or diagonal to a manastone, it is disabled",매 턴 반지에 /x의 마나 를 부여합니다. 마나 스톤이 인접하거나 대각선 위치에 있을 시 비활성화됩니다,
,ev42b6,"Add piercing to a weapon. For each item in this row, -1 damage",무기에 관통 효과를 부여합니다. 같은 행에 있는 모든 아이템의 피해가 1씩 감소합니다.,
,ev42b7,Add /x block and float to a shield,/x의 방어 와 부유 효과를 무기에 부여합니다,
,ev42b8,Add ghostly and /x burn to a weapon,유령 효과와 /x의 화상 효과를 무기에 부여합니다,
,ev42b9,Add /x damage to a weapon. It must be touching the backpack's edge,무기에 /x의 피해를 추가합니다. 반드시 가방의 가장자리에 닿아야 합니다.,
,ev42b10,Add /x block to a shield. It cannot be touching the backpack's edge,방패에 /x의 방어 를 추가합니다. 가방의 가장자리에 닿으면 안됩니다.,
,ev42b11,Add /x block to armor. Adjacent armor gets /y block,방어 구에 /x의 방어 를 추가합니다. 인접한 방어 구에 /y의 방어 가 추가됩니다.,
,ev42b12,"Add /x charm to an instrument. If you have any weapons in this pocket, it is disabled",악기에 /x의 매력을 추가합니다. 주머니에 무기가 하나라도 있으면 비활성화됩니다.,
,ev42bsos,His hammer swings into his cursed hand. You're filled with a new purpose - but also a new challenge!,저주받은 손이 망치를 휘둘렀습니다. 당신은 새로운 목적과 도전으로 충만해졌습니다.,
,,,,
,,,,
,evss,Want to see what I have today?,오늘은 뭐가 있나 볼 텐가?,store
,evso1,Here's what I have today...,오늘은 이걸 준비했네...,
,evso2,Found most of these under a toadstool,버섯 밑을 보니 이런 것들이 있더군.,
,evso3,I have selections from across the land!,세상 천지에서 구해온 것들이네!,
,evso4,Rare items for you!,자네를 위한 희귀한 물건들이야!,
,evsr1,Not right for you?,마음에 들지 않았나?,
,evsr2,"Okay, here's your money back!","자, 여기 자네 돈이네!",
,evsr3,I was sorry to let this go anyway!,어차피 팔기 아까운 녀석이었어!,
,evsr4,I'll take it back!,도로 가져가지!,
,evss1,More money for me!,"돈이 있으면 좋지, 뭐!",
,evss2,Okay - hand it over,"좋아, 내게 주게나.",
,evss3,I'll try it out,한번 써보지.,
,evss4,I'll buy that for a dollar!,한 푼으로 사겠네!,
,evsf1,Yum! I'll be taking that!,음! 그건 내가 가져가지!,
,evsf2,I want that!,그게 가지고 싶군!,
,evsf3,Woah! A tasty fly! Give me!,앗! 맛있는 파리잖아! 내게 주게나!,
,evsa1,Thank you!,고맙네!,
,evsa2,Economics!,이게 경제지!,
,evsa3,Hope you enjoy it!,맛있게 먹으라고!,
,evsa4,It looks good on you!,잘 어울리는데!,
,evsa5,Frogs have no use for these anyway!,어차피 개구리는 못 쓰는 거였어!,
,evsa6,Trading is fun!,거래는 재밌지!,
,evsa7,Right into your backpack!,자네 가방에 딱 들어가는구먼!,
,evsgb1,See you later!,나중에 봅세!,
,evsgb2,Good luck storming the dungeon!,던전 탐험 잘하게나!,
,evsgb3,See you again soon!,금방 이따가 봐!,
,evsgb4,Let me know if you see any tasty flies!,파리를 찾게 되거든 알려주게나!,
,evsca1,Maybe if you get some more money!,돈이 더 있으면 주지!,
,evsca2,You can't afford this!,"자네, 돈이 부족하구먼!",
,evsca3,You need more coins!,동전이 더 필요하네!,
,evsca4,I need payment!,돈을 줘야지!,
